uint64 BYTES,uint64 BYTES_REV,time TIME_FIRST,time TIME_LAST,uint32 PACKETS,uint32 PACKETS_REV,uint16 DST_PORT,uint16 SRC_PORT,uint8 PROTOCOL,uint8 TCP_FLAGS,uint8 TCP_FLAGS_REV,string LABEL,int8* PPI_PKT_DIRECTIONS,uint8* PPI_PKT_FLAGS,uint16* PPI_PKT_LENGTHS,time* PPI_PKT_TIMES
956,4029,2021-12-14T16:47:05.729881,2021-12-14T16:47:21.862224,18,17,4444,56073,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|508|254|254|254|254|254|60|254|254|254|254|254|254],[2021-12-14T16:47:05.732000|2021-12-14T16:47:05.762000|2021-12-14T16:47:05.765000|2021-12-14T16:47:06.290000|2021-12-14T16:47:08.296000|2021-12-14T16:47:08.662000|2021-12-14T16:47:10.685000|2021-12-14T16:47:12.702000|2021-12-14T16:47:14.719000|2021-12-14T16:47:15.740000|2021-12-14T16:47:16.780000|2021-12-14T16:47:18.711000|2021-12-14T16:47:19.017000|2021-12-14T16:47:19.152000|2021-12-14T16:47:20.586000|2021-12-14T16:47:20.702000]
1036,4363,2021-12-14T16:47:05.578930,2021-12-14T16:47:21.216478,20,19,4444,56068,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|254|254|60|254|254|254|254|254|254],[2021-12-14T16:47:05.581000|2021-12-14T16:47:05.592000|2021-12-14T16:47:05.594000|2021-12-14T16:47:05.730000|2021-12-14T16:47:06.191000|2021-12-14T16:47:06.279000|2021-12-14T16:47:08.284000|2021-12-14T16:47:08.655000|2021-12-14T16:47:10.701000|2021-12-14T16:47:12.692000|2021-12-14T16:47:14.710000|2021-12-14T16:47:15.587000|2021-12-14T16:47:16.750000|2021-12-14T16:47:18.698000|2021-12-14T16:47:19.028000|2021-12-14T16:47:19.164000|2021-12-14T16:47:20.586000|2021-12-14T16:47:20.670000]
996,4069,2021-12-14T16:47:05.715938,2021-12-14T16:47:21.538219,19,18,4444,56072,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|254|60|254|254|254|254|254|254],[2021-12-14T16:47:05.718000|2021-12-14T16:47:05.743000|2021-12-14T16:47:05.746000|2021-12-14T16:47:06.242000|2021-12-14T16:47:06.307000|2021-12-14T16:47:08.308000|2021-12-14T16:47:08.652000|2021-12-14T16:47:10.652000|2021-12-14T16:47:12.689000|2021-12-14T16:47:14.700000|2021-12-14T16:47:15.725000|2021-12-14T16:47:16.752000|2021-12-14T16:47:18.692000|2021-12-14T16:47:19.047000|2021-12-14T16:47:19.145000|2021-12-14T16:47:20.548000|2021-12-14T16:47:20.653000]
9638,59663,2021-12-14T16:43:28.212438,2021-12-14T16:48:31.053006,206,208,4444,46176,6,24,24,Miner,[-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|188|39|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T16:43:30.243000|2021-12-14T16:43:30.350000|2021-12-14T16:43:31.548000|2021-12-14T16:43:32.561000|2021-12-14T16:43:32.953000|2021-12-14T16:43:34.058000|2021-12-14T16:43:34.177000|2021-12-14T16:43:35.194000|2021-12-14T16:43:35.274000|2021-12-14T16:43:35.442000|2021-12-14T16:43:37.331000|2021-12-14T16:43:40.377000|2021-12-14T16:43:42.209000|2021-12-14T16:43:43.329000|2021-12-14T16:43:43.657000|2021-12-14T16:43:46.125000|2021-12-14T16:43:48.229000|2021-12-14T16:43:48.231000|2021-12-14T16:43:48.250000|2021-12-14T16:43:49.780000|2021-12-14T16:43:51.373000|2021-12-14T16:43:52.975000|2021-12-14T16:43:54.969000|2021-12-14T16:43:56.878000|2021-12-14T16:44:00.091000|2021-12-14T16:44:00.773000|2021-12-14T16:44:00.976000|2021-12-14T16:44:01.178000|2021-12-14T16:44:02.108000|2021-12-14T16:44:05.089000]
9867,59790,2021-12-14T16:43:28.231427,2021-12-14T16:48:31.090028,205,210,4444,62395,6,24,24,Miner,[-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|193|39|254|254|254|254|254|254|254|254|254|254],[2021-12-14T16:43:30.228000|2021-12-14T16:43:30.356000|2021-12-14T16:43:31.574000|2021-12-14T16:43:32.591000|2021-12-14T16:43:32.991000|2021-12-14T16:43:34.034000|2021-12-14T16:43:34.204000|2021-12-14T16:43:35.230000|2021-12-14T16:43:35.301000|2021-12-14T16:43:35.456000|2021-12-14T16:43:37.379000|2021-12-14T16:43:40.364000|2021-12-14T16:43:42.265000|2021-12-14T16:43:43.366000|2021-12-14T16:43:43.682000|2021-12-14T16:43:46.128000|2021-12-14T16:43:48.230000|2021-12-14T16:43:49.803000|2021-12-14T16:43:49.807000|2021-12-14T16:43:49.849000|2021-12-14T16:43:51.399000|2021-12-14T16:43:53.022000|2021-12-14T16:43:54.963000|2021-12-14T16:43:56.904000|2021-12-14T16:44:00.102000|2021-12-14T16:44:00.825000|2021-12-14T16:44:00.998000|2021-12-14T16:44:01.203000|2021-12-14T16:44:02.125000|2021-12-14T16:44:05.139000]
9827,59750,2021-12-14T16:43:28.275867,2021-12-14T16:48:31.095201,205,209,4444,53750,6,24,24,Miner,[-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|254|254|254|254|254|254|254|254|254|254|254|254|254|188|39|254|254|254|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T16:43:30.235000|2021-12-14T16:43:30.360000|2021-12-14T16:43:31.575000|2021-12-14T16:43:32.592000|2021-12-14T16:43:32.983000|2021-12-14T16:43:34.043000|2021-12-14T16:43:34.183000|2021-12-14T16:43:35.200000|2021-12-14T16:43:35.284000|2021-12-14T16:43:35.470000|2021-12-14T16:43:37.385000|2021-12-14T16:43:40.373000|2021-12-14T16:43:42.269000|2021-12-14T16:43:43.364000|2021-12-14T16:43:43.371000|2021-12-14T16:43:43.410000|2021-12-14T16:43:43.688000|2021-12-14T16:43:46.127000|2021-12-14T16:43:48.260000|2021-12-14T16:43:49.800000|2021-12-14T16:43:51.358000|2021-12-14T16:43:52.976000|2021-12-14T16:43:54.986000|2021-12-14T16:43:56.912000|2021-12-14T16:44:00.109000|2021-12-14T16:44:00.796000|2021-12-14T16:44:01.013000|2021-12-14T16:44:01.186000|2021-12-14T16:44:02.177000|2021-12-14T16:44:05.154000]
10346,60166,2021-12-14T16:43:28.348129,2021-12-14T16:48:31.096100,200,214,4444,57655,6,24,24,Miner,[-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[254|254|254|229|46|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254|254],[2021-12-14T16:43:30.239000|2021-12-14T16:43:30.324000|2021-12-14T16:43:31.565000|2021-12-14T16:43:32.334000|2021-12-14T16:43:32.353000|2021-12-14T16:43:32.538000|2021-12-14T16:43:32.964000|2021-12-14T16:43:34.069000|2021-12-14T16:43:34.174000|2021-12-14T16:43:35.204000|2021-12-14T16:43:35.245000|2021-12-14T16:43:35.421000|2021-12-14T16:43:37.319000|2021-12-14T16:43:40.393000|2021-12-14T16:43:42.214000|2021-12-14T16:43:43.319000|2021-12-14T16:43:43.691000|2021-12-14T16:43:46.101000|2021-12-14T16:43:48.195000|2021-12-14T16:43:49.754000|2021-12-14T16:43:51.386000|2021-12-14T16:43:52.977000|2021-12-14T16:43:54.931000|2021-12-14T16:43:56.866000|2021-12-14T16:44:00.091000|2021-12-14T16:44:00.811000|2021-12-14T16:44:00.992000|2021-12-14T16:44:01.195000|2021-12-14T16:44:02.086000|2021-12-14T16:44:05.100000]
996,4069,2021-12-14T16:47:05.682680,2021-12-14T16:47:21.842701,19,18,4444,56070,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|254|60|254|254|254|254|254|254],[2021-12-14T16:47:05.685000|2021-12-14T16:47:05.717000|2021-12-14T16:47:05.719000|2021-12-14T16:47:06.222000|2021-12-14T16:47:06.312000|2021-12-14T16:47:08.264000|2021-12-14T16:47:08.686000|2021-12-14T16:47:10.680000|2021-12-14T16:47:12.690000|2021-12-14T16:47:14.689000|2021-12-14T16:47:15.694000|2021-12-14T16:47:16.728000|2021-12-14T16:47:18.730000|2021-12-14T16:47:19.023000|2021-12-14T16:47:19.143000|2021-12-14T16:47:20.567000|2021-12-14T16:47:20.700000]
770,966,2021-12-14T16:47:23.007191,2021-12-14T16:47:38.702309,5,5,14444,52587,6,31,26,Miner,[1|-1|-1],[24|24|24],[558|395|359],[2021-12-14T16:47:23.045000|2021-12-14T16:47:23.102000|2021-12-14T16:47:38.696000]
1036,4363,2021-12-14T16:47:05.504153,2021-12-14T16:47:21.219326,20,19,4444,56066,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|254|254|60|254|254|254|254|254|254],[2021-12-14T16:47:05.506000|2021-12-14T16:47:05.520000|2021-12-14T16:47:05.523000|2021-12-14T16:47:05.717000|2021-12-14T16:47:06.210000|2021-12-14T16:47:06.288000|2021-12-14T16:47:08.263000|2021-12-14T16:47:08.645000|2021-12-14T16:47:10.697000|2021-12-14T16:47:12.673000|2021-12-14T16:47:14.697000|2021-12-14T16:47:15.509000|2021-12-14T16:47:16.746000|2021-12-14T16:47:18.725000|2021-12-14T16:47:19.008000|2021-12-14T16:47:19.156000|2021-12-14T16:47:20.555000|2021-12-14T16:47:20.650000]
1036,4363,2021-12-14T16:47:05.564342,2021-12-14T16:47:21.271252,20,19,4444,56067,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|254|254|60|254|254|254|254|254|254],[2021-12-14T16:47:05.566000|2021-12-14T16:47:05.577000|2021-12-14T16:47:05.579000|2021-12-14T16:47:05.702000|2021-12-14T16:47:06.207000|2021-12-14T16:47:06.315000|2021-12-14T16:47:08.270000|2021-12-14T16:47:08.642000|2021-12-14T16:47:10.670000|2021-12-14T16:47:12.681000|2021-12-14T16:47:14.707000|2021-12-14T16:47:15.571000|2021-12-14T16:47:16.770000|2021-12-14T16:47:18.731000|2021-12-14T16:47:19.030000|2021-12-14T16:47:19.148000|2021-12-14T16:47:20.575000|2021-12-14T16:47:20.698000]
996,4069,2021-12-14T16:47:05.714986,2021-12-14T16:47:21.864749,19,18,4444,56071,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|254|60|254|254|254|254|254|254],[2021-12-14T16:47:05.717000|2021-12-14T16:47:05.737000|2021-12-14T16:47:05.745000|2021-12-14T16:47:06.190000|2021-12-14T16:47:06.330000|2021-12-14T16:47:08.288000|2021-12-14T16:47:08.652000|2021-12-14T16:47:10.673000|2021-12-14T16:47:12.701000|2021-12-14T16:47:14.687000|2021-12-14T16:47:15.725000|2021-12-14T16:47:16.740000|2021-12-14T16:47:18.707000|2021-12-14T16:47:19.057000|2021-12-14T16:47:19.152000|2021-12-14T16:47:20.589000|2021-12-14T16:47:20.680000]
1036,4363,2021-12-14T16:47:05.635295,2021-12-14T16:47:21.331990,20,19,4444,56069,6,30,26,Miner,[1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[108|39|60|254|254|254|254|254|254|254|254|60|254|254|254|254|254|254],[2021-12-14T16:47:05.637000|2021-12-14T16:47:05.647000|2021-12-14T16:47:05.649000|2021-12-14T16:47:05.691000|2021-12-14T16:47:06.228000|2021-12-14T16:47:06.332000|2021-12-14T16:47:08.289000|2021-12-14T16:47:08.643000|2021-12-14T16:47:10.704000|2021-12-14T16:47:12.684000|2021-12-14T16:47:14.721000|2021-12-14T16:47:15.649000|2021-12-14T16:47:16.750000|2021-12-14T16:47:18.715000|2021-12-14T16:47:18.992000|2021-12-14T16:47:19.161000|2021-12-14T16:47:20.579000|2021-12-14T16:47:20.671000]
770,966,2021-12-14T16:47:01.964358,2021-12-14T16:47:41.200419,5,5,14444,52572,6,31,26,Miner,[1|-1|-1],[24|24|24],[558|395|359],[2021-12-14T16:47:01.988000|2021-12-14T16:47:02.052000|2021-12-14T16:47:41.191000]
1245,2957,2021-12-14T16:48:38.027531,2021-12-14T16:48:43.019001,7,7,14433,52643,6,27,26,Miner,[1|-1|-1|1|-1|-1|-1],[24|16|24|24|24|24|24],[293|1460|278|660|255|255|417],[2021-12-14T16:48:38.051000|2021-12-14T16:48:38.067000|2021-12-14T16:48:38.067000|2021-12-14T16:48:38.077000|2021-12-14T16:48:38.091000|2021-12-14T16:48:38.092000|2021-12-14T16:48:42.955000]
148,439,2021-12-14T16:48:38.520001,2021-12-14T16:48:40.620019,2,2,14444,57104,6,24,24,Miner,[1|-1],[24|24],[68|359],[2021-12-14T16:48:38.520000|2021-12-14T16:48:40.538000]
984,14711,2021-12-14T16:44:57.865782,2021-12-14T16:49:57.613216,14,13,3333,48356,6,24,24,Miner,[-1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24],[1335|128|41|1402|1402|1402|128|41|1402|1402|1402|1402|1402|1402],[2021-12-14T16:45:27.572000|2021-12-14T16:45:34.303000|2021-12-14T16:45:34.331000|2021-12-14T16:45:57.859000|2021-12-14T16:46:27.651000|2021-12-14T16:46:58.045000|2021-12-14T16:46:58.060000|2021-12-14T16:46:58.442000|2021-12-14T16:47:27.554000|2021-12-14T16:47:57.725000|2021-12-14T16:48:27.570000|2021-12-14T16:48:57.664000|2021-12-14T16:49:27.762000|2021-12-14T16:49:57.613000]
148,441,2021-12-14T16:49:40.799754,2021-12-14T16:49:41.611370,2,2,14444,57104,6,24,24,Miner,[1|-1],[24|24],[68|361],[2021-12-14T16:49:40.799000|2021-12-14T16:49:41.382000]
1285,3380,2021-12-14T16:49:26.445699,2021-12-14T16:49:42.777106,8,8,14433,52675,6,31,26,Miner,[1|-1|-1|1|-1|-1|-1|-1],[24|16|24|24|24|24|24|24],[293|1460|278|660|255|255|417|383],[2021-12-14T16:49:26.482000|2021-12-14T16:49:26.499000|2021-12-14T16:49:26.499000|2021-12-14T16:49:26.511000|2021-12-14T16:49:26.527000|2021-12-14T16:49:26.527000|2021-12-14T16:49:26.584000|2021-12-14T16:49:42.771000]
1285,3380,2021-12-14T16:48:38.029411,2021-12-14T16:49:42.307253,8,8,14433,52643,6,31,26,Miner,[1|-1|-1|1|-1|-1|-1|-1],[24|16|24|24|24|24|24|24],[293|1460|278|660|255|255|417|383],[2021-12-14T16:48:38.053000|2021-12-14T16:48:38.066000|2021-12-14T16:48:38.066000|2021-12-14T16:48:38.078000|2021-12-14T16:48:38.090000|2021-12-14T16:48:38.090000|2021-12-14T16:48:42.954000|2021-12-14T16:49:42.298000]
1745,8208,2021-12-14T16:49:44.776508,2021-12-14T16:50:02.796570,23,25,5555,51345,6,31,27,Miner,[1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|16|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[517|1380|1315|230|61|66|276|276|276|276|276|276|276|276|276|276|276|276|276|276|276|276|24],[2021-12-14T16:49:44.778000|2021-12-14T16:49:44.782000|2021-12-14T16:49:44.782000|2021-12-14T16:49:44.787000|2021-12-14T16:49:44.796000|2021-12-14T16:49:44.796000|2021-12-14T16:49:46.221000|2021-12-14T16:49:48.311000|2021-12-14T16:49:49.469000|2021-12-14T16:49:50.350000|2021-12-14T16:49:51.354000|2021-12-14T16:49:52.347000|2021-12-14T16:49:53.397000|2021-12-14T16:49:54.404000|2021-12-14T16:49:55.408000|2021-12-14T16:49:56.501000|2021-12-14T16:49:58.202000|2021-12-14T16:49:58.605000|2021-12-14T16:49:59.636000|2021-12-14T16:50:00.593000|2021-12-14T16:50:01.648000|2021-12-14T16:50:02.652000|2021-12-14T16:50:02.795000]
148,441,2021-12-14T16:50:41.809235,2021-12-14T16:50:43.094631,2,2,14444,57104,6,24,24,Miner,[1|-1],[24|24],[68|361],[2021-12-14T16:50:41.809000|2021-12-14T16:50:43.029000]
12826,56718,2021-12-14T16:48:01.809997,2021-12-14T16:53:01.006726,231,209,4444,48182,6,24,24,Miner,[1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[157|39|254|254|254|254|254|254|254|254|254|157|39|254|254|254|254|254|254|254|254|254|157|39|254|254|254|254|254|254],[2021-12-14T16:48:01.917000|2021-12-14T16:48:01.936000|2021-12-14T16:48:03.770000|2021-12-14T16:48:05.834000|2021-12-14T16:48:07.797000|2021-12-14T16:48:09.795000|2021-12-14T16:48:10.836000|2021-12-14T16:48:12.622000|2021-12-14T16:48:12.684000|2021-12-14T16:48:14.632000|2021-12-14T16:48:16.673000|2021-12-14T16:48:16.918000|2021-12-14T16:48:16.937000|2021-12-14T16:48:20.975000|2021-12-14T16:48:23.959000|2021-12-14T16:48:24.002000|2021-12-14T16:48:24.202000|2021-12-14T16:48:24.248000|2021-12-14T16:48:24.285000|2021-12-14T16:48:25.367000|2021-12-14T16:48:27.439000|2021-12-14T16:48:31.093000|2021-12-14T16:48:31.918000|2021-12-14T16:48:31.937000|2021-12-14T16:48:32.822000|2021-12-14T16:48:36.506000|2021-12-14T16:48:36.649000|2021-12-14T16:48:37.674000|2021-12-14T16:48:38.027000|2021-12-14T16:48:38.105000]
13171,20050,2021-12-14T16:48:03.859327,2021-12-14T16:53:04.122542,111,70,3333,61783,6,24,24,Miner,[1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[151|151|82|151|41|151|41|151|41|151|41|151|1402|41|151|41|151|41|151|1443|151|41|151|41|151|41|151|41|151|41],[2021-12-14T16:48:03.944000|2021-12-14T16:48:03.999000|2021-12-14T16:48:04.165000|2021-12-14T16:48:05.458000|2021-12-14T16:48:05.479000|2021-12-14T16:48:08.136000|2021-12-14T16:48:08.157000|2021-12-14T16:48:14.291000|2021-12-14T16:48:14.311000|2021-12-14T16:48:19.343000|2021-12-14T16:48:19.363000|2021-12-14T16:48:33.638000|2021-12-14T16:48:33.984000|2021-12-14T16:48:34.197000|2021-12-14T16:48:48.864000|2021-12-14T16:48:48.884000|2021-12-14T16:49:00.848000|2021-12-14T16:49:00.869000|2021-12-14T16:49:03.216000|2021-12-14T16:49:03.445000|2021-12-14T16:49:08.359000|2021-12-14T16:49:08.499000|2021-12-14T16:49:12.712000|2021-12-14T16:49:12.733000|2021-12-14T16:49:18.281000|2021-12-14T16:49:18.302000|2021-12-14T16:49:22.816000|2021-12-14T16:49:22.837000|2021-12-14T16:49:30.582000|2021-12-14T16:49:30.603000]
12693,61535,2021-12-14T16:48:05.976958,2021-12-14T16:53:05.053503,210,209,5555,51305,6,24,24,Miner,[1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[187|61|276|276|276|276|276|276|276|276|276|276|276|276|276|276|187|61|276|248|62|276|276|276|276|276|276|276|276|276],[2021-12-14T16:48:05.976000|2021-12-14T16:48:05.998000|2021-12-14T16:48:07.811000|2021-12-14T16:48:09.815000|2021-12-14T16:48:10.801000|2021-12-14T16:48:12.657000|2021-12-14T16:48:12.689000|2021-12-14T16:48:14.660000|2021-12-14T16:48:16.630000|2021-12-14T16:48:20.981000|2021-12-14T16:48:23.978000|2021-12-14T16:48:24.011000|2021-12-14T16:48:24.194000|2021-12-14T16:48:24.237000|2021-12-14T16:48:24.282000|2021-12-14T16:48:25.381000|2021-12-14T16:48:25.996000|2021-12-14T16:48:26.017000|2021-12-14T16:48:27.434000|2021-12-14T16:48:28.242000|2021-12-14T16:48:28.264000|2021-12-14T16:48:31.085000|2021-12-14T16:48:32.826000|2021-12-14T16:48:36.490000|2021-12-14T16:48:36.645000|2021-12-14T16:48:37.693000|2021-12-14T16:48:38.051000|2021-12-14T16:48:38.054000|2021-12-14T16:48:40.075000|2021-12-14T16:48:42.089000]
15500,58613,2021-12-14T16:48:05.871718,2021-12-14T16:53:05.076601,242,253,4444,57754,6,24,24,Miner,[1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[79|254|254|254|254|254|254|79|166|39|254|254|254|254|254|254|254|254|79|254|254|254|79|166|39|254|254|254|254|254],[2021-12-14T16:48:06.262000|2021-12-14T16:48:07.829000|2021-12-14T16:48:09.851000|2021-12-14T16:48:10.838000|2021-12-14T16:48:12.662000|2021-12-14T16:48:12.685000|2021-12-14T16:48:14.656000|2021-12-14T16:48:16.263000|2021-12-14T16:48:16.263000|2021-12-14T16:48:16.282000|2021-12-14T16:48:16.632000|2021-12-14T16:48:20.949000|2021-12-14T16:48:23.987000|2021-12-14T16:48:24.047000|2021-12-14T16:48:24.187000|2021-12-14T16:48:24.281000|2021-12-14T16:48:24.346000|2021-12-14T16:48:25.398000|2021-12-14T16:48:26.263000|2021-12-14T16:48:27.465000|2021-12-14T16:48:31.079000|2021-12-14T16:48:32.784000|2021-12-14T16:48:36.278000|2021-12-14T16:48:36.278000|2021-12-14T16:48:36.298000|2021-12-14T16:48:36.480000|2021-12-14T16:48:36.664000|2021-12-14T16:48:37.682000|2021-12-14T16:48:38.030000|2021-12-14T16:48:38.105000]
13806,58630,2021-12-14T16:48:06.966453,2021-12-14T16:53:06.788569,241,250,4444,64917,6,24,24,Miner,[1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[147|39|254|254|254|254|254|254|254|60|254|254|254|254|254|254|254|60|147|39|254|254|254|254|254|60|254|254|254|254],[2021-12-14T16:48:06.966000|2021-12-14T16:48:06.985000|2021-12-14T16:48:07.814000|2021-12-14T16:48:09.824000|2021-12-14T16:48:10.844000|2021-12-14T16:48:12.647000|2021-12-14T16:48:12.710000|2021-12-14T16:48:14.623000|2021-12-14T16:48:16.672000|2021-12-14T16:48:16.969000|2021-12-14T16:48:20.973000|2021-12-14T16:48:23.979000|2021-12-14T16:48:24.022000|2021-12-14T16:48:24.199000|2021-12-14T16:48:24.261000|2021-12-14T16:48:24.300000|2021-12-14T16:48:25.386000|2021-12-14T16:48:26.980000|2021-12-14T16:48:26.980000|2021-12-14T16:48:26.999000|2021-12-14T16:48:27.454000|2021-12-14T16:48:31.058000|2021-12-14T16:48:32.810000|2021-12-14T16:48:36.531000|2021-12-14T16:48:36.639000|2021-12-14T16:48:36.993000|2021-12-14T16:48:37.662000|2021-12-14T16:48:38.012000|2021-12-14T16:48:38.069000|2021-12-14T16:48:40.091000]
14787,59083,2021-12-14T16:48:07.072177,2021-12-14T16:53:07.329011,233,254,4444,62698,6,24,24,Miner,[1|-1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1],[24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24|24],[80|254|254|254|254|254|254|254|80|167|39|254|254|254|254|254|254|254|80|254|254|254|254|254|80|167|39|254|254|254],[2021-12-14T16:48:07.072000|2021-12-14T16:48:07.846000|2021-12-14T16:48:09.832000|2021-12-14T16:48:10.858000|2021-12-14T16:48:12.672000|2021-12-14T16:48:12.718000|2021-12-14T16:48:14.647000|2021-12-14T16:48:16.660000|2021-12-14T16:48:17.078000|2021-12-14T16:48:17.078000|2021-12-14T16:48:17.118000|2021-12-14T16:48:20.969000|2021-12-14T16:48:23.994000|2021-12-14T16:48:24.031000|2021-12-14T16:48:24.217000|2021-12-14T16:48:24.290000|2021-12-14T16:48:24.315000|2021-12-14T16:48:25.394000|2021-12-14T16:48:27.086000|2021-12-14T16:48:27.464000|2021-12-14T16:48:31.115000|2021-12-14T16:48:32.828000|2021-12-14T16:48:36.514000|2021-12-14T16:48:36.694000|2021-12-14T16:48:37.099000|2021-12-14T16:48:37.099000|2021-12-14T16:48:37.139000|2021-12-14T16:48:37.674000|2021-12-14T16:48:38.070000|2021-12-14T16:48:38.122000]
